"[run number]","gain-of-receiving","initial-ptr","immigrants-per-day","immigrant-chance-cooperate-with-same","mutation-rate","cost-of-giving","immigrant-chance-cooperate-with-different","death-rate","max-pxcor","max-pycor","[step]","coopown-percent","defother-percent","consist-ethno-percent","meetown-percent","coop-percent","last100coopown-percent","last100defother-percent","last100consist-ethno-percent","last100meetown-percent","last100coop-percent","cc-percent","cd-percent","dc-percent","dd-percent"
"27","0.03","0.12","1","0.2","0.005","0.01","0.5","0.1","50","50","2000","0.8586822660098522","0.7520661157024794","0.8392048314041268","0.8173125314544539","0.7471061902365375","0.8727425016426241","0.7280625660766082","0.8468123560677465","0.8207758009192231","0.7650636945769728","0.19139605706042634","0.663433242506812","0.047719185766949834","0.09745151466581183"
"29","0.03","0.12","1","0.2","0.005","0.01","0.5","0.1","50","50","2000","0.9010832383124288","0.7138228941684666","0.8619756427604871","0.7911592241768155","0.7726657645466847","0.8988139893138777","0.7428995146503685","0.867147675050086","0.7968994582951128","0.768481629039398","0.19838196696001237","0.6869291338582677","0.03708507024857187","0.07760382893314806"
"28","0.03","0.12","1","0.2","0.005","0.01","0.5","0.1","50","50","2000","0.9125209614309671","0.8069767441860465","0.8920684993240199","0.8062190175754844","0.7730959891843172","0.9260664581099455","0.8509301794370702","0.9126298637933616","0.8211703513414152","0.787116422408511","0.09541106522926267","0.8163137582142486","0.024610532645310133","0.06366464391117875"
"30","0.03","0.12","1","0.2","0.005","0.01","0.5","0.1","50","50","2000","0.871773750686436","0.8249336870026526","0.8637397634212921","0.8284804367606915","0.7522747952684259","0.8868448365334717","0.8385006013630897","0.8782660248049515","0.8225473689202969","0.7581303801370675","0.15414962470931515","0.7169028907781215","0.02155321817276606","0.10739426633979719"
"31","0.03","0.12","1","0.3","0.005","0.01","0.5","0.1","50","50","2000","0.8975286317058468","0.787531806615776","0.8764619883040936","0.8084795321637427","0.7663255360623782","0.8803933652940166","0.826232915989678","0.8696302486692846","0.8012734982265042","0.7399679963532937","0.11091505872085301","0.7584318338487613","0.03202610658925759","0.09862700084112799"
"32","0.03","0.12","1","0.3","0.005","0.01","0.5","0.1","50","50","2000","0.914576802507837","0.847457627118644","0.9012992455993294","0.8021793797150042","0.7638306789606035","0.883149352653643","0.8043201116109013","0.8682370018474531","0.8108271675721918","0.7530988068910913","0.13898010073079203","0.7385566857594312","0.029694598064388705","0.09276861544538813"
"33","0.03","0.12","1","0.3","0.005","0.01","0.5","0.1","50","50","2000","0.9046259280411194","0.7199017199017199","0.8697868396663577","0.8113994439295644","0.7868396663577386","0.8702480679783181","0.7537287222833595","0.8464505176577481","0.7957630968605791","0.742808980704397","0.1779127834854798","0.6760456757530455","0.038423613982633026","0.10761792677884154"
"34","0.03","0.12","1","0.3","0.005","0.01","0.5","0.1","50","50","2000","0.8739255014326648","0.8543577981651376","0.8700137551581844","0.8000917010545622","0.7283356258596974","0.8848572354657159","0.8526258325144667","0.8780072396510117","0.7874744755893819","0.728123259699276","0.09751361206853489","0.7716794045656625","0.027299065887406965","0.10350791747839554"
"35","0.03","0.12","1","0.3","0.005","0.01","0.5","0.1","50","50","2000","0.9109429569266589","0.7955223880597015","0.8921091086215295","0.8368241597661958","0.7956648806624452","0.8973502625342689","0.8330129378737947","0.8870620669464233","0.8400897823753294","0.7805577242119645","0.11438859598742925","0.7712550737918084","0.02066945012680446","0.09368688009395791"
"37","0.03","0.12","1","0.3","0.005","0.01","0.5","0.1","50","50","2000","0.9667250437828371","0.75","0.9237248479176415","0.8015910154422087","0.8245203556387459","0.9370171245362948","0.7765635846563809","0.9040653023683606","0.7946332490227639","0.7904713727293631","0.17725787819692695","0.7520339846224551","0.022594308569441165","0.048113828611176655"
"36","0.03","0.12","1","0.3","0.005","0.01","0.5","0.1","50","50","2000","0.8894487255483106","0.7792207792207793","0.8689671814671814","0.8141891891891891","0.7652027027027027","0.8958208922212638","0.7811460010735373","0.8762310189260564","0.8291703345070423","0.7801748642899061","0.15152806864725615","0.7260534623249377","0.03300158768401999","0.0894168813437861"
"38","0.03","0.12","1","0.3","0.005","0.01","0.5","0.1","50","50","2000","0.9093036863662961","0.8152173913043478","0.8926336061627347","0.8228213769860375","0.7809340394800193","0.8844236007380722","0.7972401790154152","0.8699666504805446","0.8341777602682621","0.7713885860353469","0.14415866129532073","0.7300278896808181","0.038927796715215374","0.0868856523086458"
"39","0.03","0.12","1","0.3","0.005","0.01","0.5","0.1","50","50","2000","0.8697097944377267","0.8217703349282297","0.86003861003861","0.7982625482625483","0.7302123552123552","0.8701442360457258","0.8229523551305119","0.8611844260377182","0.810140858252609","0.7385535120969628","0.1233745936484121","0.731176544136034","0.030795198799699927","0.11465366341585398"
"40","0.03","0.12","1","0.3","0.005","0.01","0.5","0.1","50","50","2000","0.89","0.8363874345549738","0.8796670030272452","0.8072653884964682","0.75","0.8941682934229432","0.8589115818850691","0.8876776055824903","0.8159020635409953","0.7555278423899335","0.11252300411883272","0.7717177660653255","0.014628741690348914","0.10113048812549297"
"41","0.03","0.12","1","0.4","0.005","0.01","0.5","0.1","50","50","2000","0.9122950819672131","0.8770833333333333","0.904978354978355","0.7922077922077922","0.7482683982683983","0.915412388188789","0.8622416515447883","0.9049042895067766","0.8023706394671883","0.7617251176004843","0.10587126413822379","0.7994556939901627","0.014425357668972063","0.08024768420264165"
"42","0.03","0.12","1","0.4","0.005","0.01","0.5","0.1","50","50","2000","0.8988165680473372","0.8277634961439588","0.8855218855218855","0.8128908128908129","0.7628667628667629","0.9101532835629081","0.8071309851779331","0.8891179738455746","0.7958178952800234","0.7636966718888739","0.12291993720565149","0.771541601255887","0.02280690737833595","0.08273155416012559"
"45","0.03","0.12","1","0.4","0.005","0.01","0.5","0.1","50","50","2000","0.919893899204244","0.7776639344262295","0.8906447534766119","0.7943531394858828","0.7764433206911083","0.9014240782806221","0.7611430225309467","0.8723350230372197","0.792637323065843","0.7640323906078317","0.20488380763017272","0.6773207406486889","0.02853858580837579","0.08925686591276252"
"43","0.03","0.12","1","0.4","0.005","0.01","0.5","0.1","50","50","2000","0.8914285714285715","0.7331887201735358","0.8584350972410674","0.7914970601537765","0.7611940298507462","0.9049927330382507","0.7645275448561897","0.8774202683090864","0.8037060635021769","0.7735699621252345","0.19334333520115202","0.7006850676933645","0.025462586386614364","0.08050901071886919"
"44","0.03","0.12","1","0.4","0.005","0.01","0.5","0.1","50","50","2000","0.8536223277909739","0.8492822966507177","0.8527592768791628","0.8011417697431018","0.7138439581351094","0.888361231798637","0.8883489158053136","0.8883589487980319","0.8146312241920954","0.7443834225797158","0.08299652687653727","0.7927682400781144","0.027951845946580643","0.09628338709876774"
"46","0.03","0.12","1","0.4","0.005","0.01","0.5","0.1","50","50","2000","0.9032815198618307","0.7988721804511278","0.8788012340237991","0.7655354781842221","0.7386513882767739","0.9202174551866","0.7756759294029291","0.8862763598206452","0.7651810081432722","0.7568084721775207","0.1523262416488468","0.7595894796612421","0.015349208075096949","0.07273507061481399"
"47","0.03","0.12","1","0.4","0.005","0.01","0.5","0.1","50","50","2000","0.9145371947756956","0.7654462242562929","0.8848953594176524","0.8011828935395814","0.7793448589626933","0.9094429004898127","0.7562341731404781","0.877974708094027","0.7946057451150654","0.7727166539575353","0.20052462662661455","0.7025161528186593","0.0296462396721688","0.06731298088255738"
"50","0.03","0.12","1","0.4","0.005","0.01","0.5","0.1","50","50","2000","0.9","0.8345498783454988","0.8864892014063285","0.7935710698141637","0.7483676544450025","0.8741137568472396","0.8318288894911297","0.8648062662897837","0.7798860174002423","0.7187259094746888","0.11989672422139745","0.7384031975769914","0.030151065652114544","0.11154901254949665"
"49","0.03","0.12","1","0.4","0.005","0.01","0.5","0.1","50","50","2000","0.8935801041064199","0.8887614678899083","0.8926096997690531","0.7986143187066974","0.736027713625866","0.9226008895512656","0.8755082284607938","0.9125709599233931","0.7870171403437233","0.7526173272793083","0.09059373244696282","0.8215469510953095","0.02311599972841015","0.0647433167293175"
"51","0.03","0.12","1","0.5","0.005","0.01","0.5","0.1","50","50","2000","0.9364765669113495","0.8253012048192772","0.9090136054421769","0.7529761904761905","0.7482993197278912","0.9316988362191314","0.8091500269294448","0.9036764202796086","0.7713366935024061","0.7622938855565945","0.1468826160728058","0.7730063242326083","0.018948017892950794","0.061163041801635044"
"48","0.03","0.12","1","0.4","0.005","0.01","0.5","0.1","50","50","2000","0.9147014550928249","0.8465346534653465","0.9032123487692949","0.8314559866499791","0.7863996662494785","0.9107277792188752","0.8610477521889486","0.9014405773313099","0.8130596450366104","0.766451787425438","0.09723651421416085","0.7998549448914566","0.023853506738243716","0.0790550341561388"
"52","0.03","0.12","1","0.5","0.005","0.01","0.5","0.1","50","50","2000","0.8915724563206577","0.8333333333333334","0.8798767967145791","0.7991786447638604","0.7459958932238193","0.9050059841392347","0.8197627753500402","0.8879114540950916","0.7994616780978101","0.7596620733441236","0.13542262520537943","0.7599281932696405","0.015572323982230879","0.08907685754274935"
"53","0.03","0.12","1","0.5","0.005","0.01","0.5","0.1","50","50","2000","0.8482758620689655","0.8066037735849056","0.8406236466002599","0.8163707232568211","0.7280207882200087","0.8828755225014928","0.7454631268436578","0.8571772182624622","0.812984089855904","0.7653661981154974","0.1652832694455344","0.7087561498294648","0.04144155020977333","0.08451903051522743"
"54","0.03","0.12","1","0.5","0.005","0.01","0.5","0.1","50","50","2000","0.9032805429864253","0.8430232558139535","0.8914922656960873","0.8043676069153776","0.7572793448589626","0.9069424470574965","0.853245757023684","0.8967155334176441","0.8095429414101201","0.7621592377334715","0.12820686888635172","0.7643410374301848","0.014632641096059492","0.09281945258740396"
"55","0.03","0.12","1","0.5","0.005","0.01","0.5","0.1","50","50","2000","0.8963133640552995","0.8280542986425339","0.8824609733700642","0.7970615243342516","0.7493112947658402","0.9050733767092948","0.8222578505086245","0.8879771192746828","0.7935621710210957","0.7549246972138653","0.12004753870216878","0.7778243038535906","0.017051122578420383","0.08507703486582015"
"56","0.03","0.12","1","0.5","0.005","0.01","0.5","0.1","50","50","2000","0.93860103626943","0.7231404958677686","0.9044919319668556","0.8416921064108155","0.8338421282163105","0.9304647726292173","0.7400957105084894","0.8927816010415811","0.8020520184958497","0.7977286785156604","0.22513361000806137","0.6901083808557011","0.015024034872958529","0.06973397426327889"
"57","0.03","0.12","1","0.5","0.005","0.01","0.5","0.1","50","50","2000","0.9165097300690521","0.8208020050125313","0.8973393574297188","0.7996987951807228","0.7688253012048193","0.9216904980244314","0.8181907421142184","0.9003662921348314","0.7939685393258427","0.7692516853932584","0.1382078064870808","0.7758047767393562","0.025007635452935068","0.060979781320627945"
"58","0.03","0.12","1","0.5","0.005","0.01","0.5","0.1","50","50","2000","0.9401799894123875","0.8747178329571106","0.9277444253859348","0.8100343053173242","0.785377358490566","0.9489901904212349","0.8312956183371325","0.9263119132548936","0.8073124633977533","0.7986388400858933","0.11714789308233242","0.8227003192024179","0.015493734062592746","0.04465805365265689"
"59","0.03","0.12","1","0.5","0.005","0.01","0.5","0.1","50","50","2000","0.9122703023117961","0.8493449781659389","0.8988344988344988","0.7864801864801865","0.7496503496503496","0.9376451456282283","0.816859466269614","0.9130747795940429","0.796578814933552","0.7841629233378689","0.13904065336436228","0.7907992046217249","0.015437113052860036","0.05472302896105281"
