"[run number]","gain-of-receiving","initial-ptr","immigrants-per-day","immigrant-chance-cooperate-with-same","mutation-rate","cost-of-giving","immigrant-chance-cooperate-with-different","death-rate","max-pxcor","max-pycor","[step]","coopown-percent","defother-percent","consist-ethno-percent","meetown-percent","coop-percent","last100coopown-percent","last100defother-percent","last100consist-ethno-percent","last100meetown-percent","last100coop-percent","cc-percent","cd-percent","dc-percent","dd-percent"
"5","0.03","0.12","1","0","0.005","0.01","0","0.1","50","50","2000","0.8603876438522108","0.8611940298507462","0.8605236656596174","0.8313192346424975","0.7386706948640483","0.8646273902424495","0.863192928557954","0.8643677095479005","0.8189699332120189","0.7328700293203628","0.13527199540707388","0.7117100263835223","0.01475283993781488","0.13826513827158904"
"2","0.03","0.12","1","0","0.005","0.01","0","0.1","50","50","2000","0.9058283864004317","0.8894080996884736","0.9034038638454461","0.8523459061637535","0.7884084636614536","0.8890507910074937","0.8744179192455055","0.8866226182558004","0.8340604092491881","0.762361105677061","0.0989424222026614","0.7646986485786775","0.02233599130119608","0.1140229379174649"
"3","0.03","0.12","1","0","0.005","0.01","0","0.1","50","50","2000","0.8855024711696869","0.8588390501319261","0.8809090909090909","0.8277272727272728","0.7572727272727273","0.8654862564213671","0.8591536410685346","0.8643522787375555","0.8209305917649977","0.7357254187943777","0.1139172150499824","0.7316584618475912","0.002781684834480333","0.15164263826794594"
"7","0.03","0.12","1","0","0.005","0.01","0","0.1","50","50","2000","0.8914067098293114","0.8533916849015317","0.8833487940630798","0.7880333951762524","0.733534322820037","0.8996320021028451","0.8459694274824803","0.8879304566962909","0.7819421544840776","0.7370477607538773","0.1800312505699885","0.702566316263064","0.011034977534852894","0.10636745563209443"
"6","0.03","0.12","1","0","0.005","0.01","0","0.1","50","50","2000","0.8792312105565118","0.8289473684210527","0.8695048588616381","0.8065710319296622","0.7422489588153632","0.900184648277426","0.8804018930871286","0.8967679691268693","0.8272900251916171","0.765369566382591","0.10438654353562005","0.7768860549203558","0.003096599237760188","0.11563080230626405"
"4","0.03","0.12","1","0","0.005","0.01","0","0.1","50","50","2000","0.831453634085213","0.8698453608247423","0.8389616935483871","0.8044354838709677","0.694304435483871","0.81930860133567","0.8763781060624498","0.830475301557671","0.8043315729571938","0.6831846775844909","0.1051985523018906","0.6958315405836349","0.017374908253397787","0.18159499886107666"
"8","0.03","0.12","1","0","0.005","0.01","0","0.1","50","50","2000","0.8649315068493151","0.9122807017543859","0.8734262589928058","0.8205935251798561","0.7254946043165468","0.8474723405246998","0.8922601695595197","0.855483849362777","0.8211230816334341","0.71515126870527","0.08875856072002082","0.7429530755120564","0.01647720420689174","0.15181115956103103"
"1","0.03","0.12","1","0","0.005","0.01","0","0.1","50","50","2000","0.8822737068965517","0.9101123595505618","0.887657540199913","0.8066058235549761","0.7290308561495003","0.8856642366327612","0.91053083212166","0.8907689672889193","0.7947153377535292","0.7222176008612042","0.09332706645891548","0.7703941692313635","0.004635770117310738","0.1316429941924102"
"9","0.03","0.12","1","0","0.005","0.01","0","0.1","50","50","2000","0.8143091206990716","0.8405639913232104","0.8195898778359512","0.7988656195462478","0.6825916230366492","0.8444584347474157","0.8625984046712893","0.8476762090602646","0.8226141318672172","0.7190365434679071","0.09982463995224237","0.7267057184787206","0.03579956719647788","0.13767007437255926"
"10","0.03","0.12","1","0","0.005","0.01","0","0.1","50","50","2000","0.8329512893982808","0.7838983050847458","0.8246784182944259","0.8313482610767032","0.728918532634588","0.8406408693608252","0.7876606029767205","0.831271035438527","0.823144831806483","0.7295225067943342","0.13370407222693614","0.6917902293412771","0.01906395551133277","0.1554417429204539"
"13","0.03","0.12","1","0","0.005","0.01","0.1","0.1","50","50","2000","0.8345370978332239","0.8166189111747851","0.8311965811965812","0.8135683760683761","0.7131410256410257","0.8373311071593983","0.8484951840432208","0.8392652856697141","0.8267498038177538","0.7185115676616022","0.12217575339605571","0.6911123624652803","0.01408406147382807","0.17262782266483603"
"12","0.03","0.12","1","0","0.005","0.01","0.1","0.1","50","50","2000","0.8784427966101694","0.8527980535279805","0.8738581992170509","0.8212266202696825","0.7477163984341018","0.8754586906959071","0.7975675196800567","0.8617042198751157","0.8234142504033934","0.7566118528385041","0.19993434810095803","0.6530844234790643","0.02464377765890191","0.12233745076107572"
"14","0.03","0.12","1","0","0.005","0.01","0.1","0.1","50","50","2000","0.8722063037249284","0.8682170542635659","0.8714821763602252","0.8184803001876173","0.7378048780487805","0.8384195994419507","0.8578922209922512","0.8420868098493786","0.8116735130934952","0.7072856405081044","0.12697818919604364","0.6889360892721278","0.02131625665736749","0.16276946487446112"
"11","0.03","0.12","1","0","0.005","0.01","0.1","0.1","50","50","2000","0.86400873839432","0.7660944206008584","0.8441445363517631","0.7971266869830214","0.7361776229865041","0.8898683911958248","0.7834566074950691","0.8699640287769784","0.8129496402877698","0.7639227079874562","0.20802605472990676","0.6647387663933915","0.024912963725526895","0.10232221515117482"
"15","0.03","0.12","1","0","0.005","0.01","0.1","0.1","50","50","2000","0.9178977272727272","0.867579908675799","0.9078707916287534","0.8007279344858963","0.7613739763421292","0.9217690361822471","0.8673761198562535","0.9117922842328563","0.8165799404908346","0.7770239847002957","0.11668564706471272","0.7895365862815523","0.0037418499005093427","0.09003591675322563"
"16","0.03","0.12","1","0","0.005","0.01","0.1","0.1","50","50","2000","0.8240800516462233","0.8731501057082452","0.8355588526211671","0.7660731948565777","0.6609792284866469","0.8322985063964806","0.8540411942473798","0.837024785687663","0.7826267238166232","0.6831065970928065","0.13434440007748596","0.6755088140274575","0.008910884902111492","0.181235900992945"
"18","0.03","0.12","1","0","0.005","0.01","0.1","0.1","50","50","2000","0.7828154724159797","0.81875","0.7888771744860306","0.8313125988402741","0.6813389562467054","0.8283773634003395","0.8533013019218847","0.8330205340686522","0.8137063825486884","0.7013849788980804","0.10553671741301758","0.7061080114767759","0.01047796573507987","0.17787730537512642"
"17","0.03","0.12","1","0","0.005","0.01","0.1","0.1","50","50","2000","0.85106998264893","0.8857493857493858","0.8576779026217228","0.8094569288389513","0.7106741573033708","0.8417786792258242","0.864955772811918","0.8463566811038465","0.8024773097188888","0.7021825889449824","0.11272756525290528","0.70658160171285","0.023341295280998996","0.15734953775324564"
"21","0.03","0.12","1","0","0.005","0.01","0.2","0.1","50","50","2000","0.8866937826844857","0.8279569892473119","0.8762541806020067","0.8222646918299092","0.7596751075011945","0.8690431814740177","0.8093427689527968","0.8577972327139163","0.811626950549061","0.7412535512874451","0.12859666834931854","0.717497476022211","0.03525365976779405","0.11865219586067643"
"22","0.03","0.12","1","0","0.005","0.01","0.2","0.1","50","50","2000","0.8733955659276547","0.8562091503267973","0.8697653014265991","0.7887712839392544","0.7192820984813622","0.8793936500913949","0.826021249313061","0.8685751947051342","0.7973024404281193","0.736407771496468","0.11654643121681596","0.7408640768842939","0.03177577074139316","0.11081372115749703"
"20","0.03","0.12","1","0","0.005","0.01","0.1","0.1","50","50","2000","0.8971238938053098","0.8729508196721312","0.8930542778288868","0.8316467341306347","0.7674793008279669","0.8980625827177481","0.878999045411155","0.8947051137946604","0.8238800664802913","0.761206540430969","0.09804184892435987","0.7772555188908502","0.01798275906172461","0.10671987312306552"
"19","0.03","0.12","1","0","0.005","0.01","0.1","0.1","50","50","2000","0.876101321585903","0.8913649025069638","0.8786206896551724","0.8349425287356322","0.7494252873563219","0.8711107462441507","0.8495581904689978","0.8672618887060665","0.8214199012758612","0.7424136163784965","0.10081683849848565","0.752219536818919","0.016263346284455592","0.13070027839813994"
"23","0.03","0.12","1","0","0.005","0.01","0.2","0.1","50","50","2000","0.8891509433962265","0.7023809523809523","0.8582677165354331","0.8346456692913385","0.7913385826771654","0.8860565092866322","0.7194206732716033","0.8567425868586517","0.8240839237885379","0.7795433390954163","0.21673575886083585","0.647058450091735","0.03509417911490043","0.1011116119325288"
"24","0.03","0.12","1","0","0.005","0.01","0.2","0.1","50","50","2000","0.8860335195530726","0.7851123595505618","0.869291705498602","0.8341099720410066","0.7746971109040075","0.8574956662814472","0.805514936285774","0.848375939160711","0.8245556166391791","0.7411741799523548","0.1691144628252558","0.6756474183689882","0.03658702564927432","0.11865109315648158"
"25","0.03","0.12","1","0","0.005","0.01","0.2","0.1","50","50","2000","0.8964516129032258","0.8926701570680629","0.895703933747412","0.8022774327122153","0.740424430641822","0.8766101193692029","0.8689933853241706","0.8752317251530085","0.819030806636422","0.7416788545557864","0.10758542055606371","0.7524714638333062","0.02114370199596547","0.11879941361466466"
"26","0.03","0.12","1","0","0.005","0.01","0.2","0.1","50","50","2000","0.8245140388768899","0.8416666666666667","0.8273056057866185","0.8372513562386981","0.7160940325497287","0.8189951191161033","0.8748841519925857","0.8284944251642915","0.8300327352383765","0.7010583573309704","0.09677356719847255","0.7022167567392641","0.02413514125756448","0.17687453480469886"
"29","0.03","0.12","1","0","0.005","0.01","0.2","0.1","50","50","2000","0.859624145785877","0.9042207792207793","0.8662790697674418","0.8507751937984496","0.7456395348837209","0.8521988550201606","0.8773552389705882","0.8564723103195901","0.8301244205903879","0.7282654305928276","0.09524734650528759","0.7402133157189207","0.011384609406873508","0.15315472836891836"
"27","0.03","0.12","1","0","0.005","0.01","0.2","0.1","50","50","2000","0.8879405286343612","0.8561151079136691","0.8837153772683859","0.8672397325692455","0.7891595033428844","0.8911267094792089","0.8246997561929988","0.8811274676380904","0.8494701119583883","0.7833734317443488","0.17786497859055514","0.6977566356939252","0.029528992213625538","0.09484939350189414"
"28","0.03","0.12","1","0","0.005","0.01","0.2","0.1","50","50","2000","0.8574597892401553","0.8556818181818182","0.8571110120374499","0.8038341506910388","0.717565760142666","0.8622066547938412","0.8694696162046909","0.8634743854556282","0.8254526507750424","0.7344945012002456","0.13466781729951474","0.7113537445595077","0.03637000350192606","0.11760843463905148"
"31","0.03","0.12","1","0","0.005","0.01","0.3","0.1","50","50","2000","0.8443483631871526","0.7694300518134715","0.8299251870324189","0.8074812967581048","0.7261845386533666","0.8110481220223806","0.8035709537610678","0.8096425768852058","0.8120217322850388","0.6955130928520376","0.12394342295064846","0.676522613196525","0.04676026552311579","0.1527736983297108"
"30","0.03","0.12","1","0","0.005","0.01","0.2","0.1","50","50","2000","0.8904191616766467","0.8656330749354005","0.8857559552746719","0.8118619348565873","0.7481769567331065","0.8889273144605968","0.8516269172799007","0.8808557683545093","0.7836069662479436","0.7286765375963471","0.1340193016408311","0.7314695944867055","0.018266940032062952","0.11624416384040061"
"32","0.03","0.12","1","0","0.005","0.01","0.3","0.1","50","50","2000","0.8688718251624336","0.8277310924369747","0.859843245735362","0.7805440295066851","0.7159981558321807","0.8827716316854548","0.8525019584802194","0.8769481115857592","0.8076120590991941","0.7413138596747377","0.12536967820691913","0.739450799763406","0.025672971646468076","0.10950655038320685"
"34","0.03","0.12","1","0","0.005","0.01","0.3","0.1","50","50","2000","0.8622327790973872","0.8779761904761905","0.8648514851485148","0.8336633663366336","0.7391089108910891","0.8553622564679787","0.8459632394454552","0.8539562032835807","0.8504042304606303","0.7504469292092285","0.11059928134065837","0.7229763320684425","0.03298155524929676","0.13344283134160234"
"33","0.03","0.12","1","0","0.005","0.01","0.3","0.1","50","50","2000","0.8753943217665615","0.8200883002207505","0.8631010794896958","0.7777232580961727","0.7208047105004907","0.8737829614604462","0.8308064277720295","0.86431571749536","0.779711317954944","0.7185698935234932","0.14908682914666835","0.7086018824409399","0.02280745496478215","0.11950383344760955"
"36","0.03","0.12","1","0","0.005","0.01","0.3","0.1","50","50","2000","0.8814793244030286","0.8801452784503632","0.8812206572769953","0.8061032863849765","0.7338028169014085","0.8776977138319684","0.8839052636575063","0.878938034633841","0.8001915672476908","0.7255230165203043","0.08135062696818587","0.7737211939958053","0.016835315511680805","0.1280928635243279"
"35","0.03","0.12","1","0","0.005","0.01","0.3","0.1","50","50","2000","0.8738425925925926","0.8454935622317596","0.8678213309024613","0.7876025524156791","0.7210574293527803","0.8804124521142249","0.8413189866264833","0.8724287156801461","0.7957782372457566","0.7330191854594412","0.15464560514742853","0.7095534185722379","0.02120577621923667","0.11459520006109708"
